Urdu,RomanUrdu
ایی مے خانے سے یہ کس کی صدا,aaee maikhaane se ye kis kee sadaa
اس تماشے میں الٹ جاتی ہیں اکثر کشتیاں,is tamaashe men ulat jaatee hain aksar kashtiyaan
دوست احباب سے ہنس بول کے کٹ جایے گی رات,dost ahbaab se hans bol ke kat jaaegee raat
کون سکون دے سکا غم زدگان عشق کو,kaun sukoon de sakaa hamzadagaaneishq ko
دل ہے مایل بتاں کا زر کی طرف,dil hai maail butaan kaa zar kee taraf
کچہ موج ہوا پیچاں اے میرؔ نظر ایی,kuchh maujehavaa pechaan ai meer nazar aaee
جب پانی میں چہرہ دیکہا,jab paanee men chehra dekhaa
گر بازی عشق کی بازی ہے جو چاہو لگا دو ڈر کیسا,gar baazee ishq kee baazee hai jo chaaho lagaa do dar kaisaa
شمار اس کی سخاوت کا کیا کریں کہ وہ شخص,shumaar us kee sakhaavat kaa kyaa karen ki vo shakhs
مر گیا پہوڑ کے سر غالبؔ وحشی ہے ہے,mar gayaa phod ke sar haalib evahshee hai hai
یہ جو اندہیرا سمٹ رہا ہے یہ جو اجالا پہیل رہا ہے,ye jo andheraa simat rahaa hai ye jo ujaalaa phail rahaa hai
وصل ہے اور فراق طاری ہے,vasl hai aur firaaq taaree hai
اس کے جلوے کو غرض کون و مکاں سے کیا تہا,us ke jalve ko haraz kaunomakaan se kyaa thaa
سمجہ میں جب یہ ا جایے تو کہنا,samajh men jab ye aa jaae to kahnaa
کہ جیوں پہاندے میں اتے ہیں ہرن اہستہ اہستہ,ki jyuun phaande men aate hain hiran aahistaaahista
وہ واہمہ کہ جس سے تیرا یقین ایا,vo vaahima ki jis se teraa yaqeen aayaa
کیا فایدہ جو دوست کو دشمن بناییں ہم,kyaa faaeda jo dost ko dushman banaaen ham
چارۂ انتظار کون کرے,chaaraeintizaar kaun kare
کہاں چراغ جلاییں کہاں گلاب رکہیں,kahaan charaa h jalaaen kahaan gulaab rakhen
زبان خار سے نکلی صدایے بسم اللہ,zabaanekhaar se niklee sadaaebismillaah
یہ ظاہر ہے کہ موجیں خارج از دریا نہیں ہوتیں,ye zaahir hai ki maujen khaarij az dariyaa naheen hoteen
جنہیں کہ دیدۂ شاعر ہی دیکہ سکتا ہے,jinhen ki deedaeshaair hee dekh saktaa hai
کویی یہ وحشی رم دیدہ تیرے ہاتہ ایا تہا,koee ye vahshieramdeeda tere haath aayaa thaa
کبہی کبہی تو ستاروں کی چہاوں میں وہ بہی,kabhee kabhee to sitaaron kee chhaanv men vo bhee
اخر کہاں تلک ہم اک روز ہو چکیں گے,aakhir kahaan talak ham ik roz ho chukenge
تمہیں منصفی سے کہہ دو تمہیں اعتبار ہوتا,tumheen munsifee se kah do tumhen e tibaar hotaa
ہے شرح شوق کو بہی جوں شکوہ ناتمامی,hai sharheshauq ko bhee juun shikva naatamaamee
انقلاب پے بہ پے ہر گردش و ہر دور میں,inqalaabepaibapai har gardish o har daur men
ماورایے وصل و ہجراں حسن کا اقرار تہا,maavraaevaslohijraan husn kaa iqraar thaa
علاج اتش رومیؔ کے سوز میں ہے ترا,ilaaj aatishe roomee ke soz men hai tiraa
ترا حسن دست عیسی تری یاد رویے مریم,tiraa husn dasteeesaa tiree yaad rooemaryam
فروغ طالع خاشاک ہے موقوف گلخن پر,faro hetaalaekhaashaak hai mauqoof gulkhan par
استیں میں دشنہ پنہاں ہاتہ میں نشتر کہلا,aasteen men dashna pinhaan haath men nashtar khulaa
ہم جسے بہول چکے تہے جالبؔ,ham jise bhuul chuke the jaalib
کرن کرن جو اجالوں کا احتساب ہوا,kiran kiran jo ujaalon kaa ehtisaab huaa
قیمت نہیں چکایی گیی اک غریب سے,qeemat naheen chukaaee gaee ik hareeb se
پاس بے رونقی دیدہ اہم ہے ہم کو,paaseberaunaqiedeeda aham hai ham ko
تو جہاں ناز سے قدم رکہ دے,too jahaan naaz se qadam rakh de
پہٹے پرانے اک البم میں چنچل لڑکی جیسی ماں,phate puraane ik album men chanchal ladkee jaisee maan
بہار عمر میں باغ جہاں کی سیر کرو,bahaareumr men baa hejahaan kee sair karo
ہو گیی اور ہی کچہ شام و سحر کی صورت,ho gaee aur hee kuchh shaamosahar kee soorat
یہ کس خلش نے پہر اس دل میں اشیانہ کیا,ye kis khalish ne phir is dil men aashiyaana kiyaa
وہ تو موسی ہوا جو طالب دیدار ہوا,vo to muusaa huaa jo taalibedeedaar huaa
یوں انکہ بند کر کے ساحل کو ڈہونڈتے ہیں,yuun aankh band kar ke saahil ko dhoondte hain
سب نے ملایے ہاتہ یہاں تیرگی کے ساتہ,sab ne milaae haath yahaan teergee ke saath
کب جان لہو ہوگی کب اشک گہر ہوگا,kab jaan lahoo hogee kab ashk guhar hogaa
پہر چاہتا ہوں نامۂ دل دار کہولنا,phir chaahtaa huun naamaedildaar kholnaa
مگر وہ لمحہ جب میں صرف اپنا ہو سا جاتا ہوں,magar vo lamha jab main sirf apnaa ho saa jaataa huun
یہ بہہ جایے گا یہ ساحل نہیں ہے,ye bah jaaegaa ye saahil naheen hai
جس کے ہم چشم ذرا نرگس بادام نہ ہو,jis ke ham chashm zaraa nargisebaadaam na ho
کون جیتا ہے تری زلف کے سر ہوتے تک,kaun jiitaa hai tiree zulf ke sar hote tak
سو ہم بہی معجزے اپنے ہنر کے دیکہتے ہیں,so ham bhee moajize apne hunar ke dekhte hain
مشہور جگ کے بیچ عطارد رقم ہوا,mashhoor jag ke biich ataaraderaqam huaa
تم تغافل کرو رقیبوں سے,tum ta haaful karo raqeebon se
دکہایی دیتا ہے جو کچہ وہ خواب ہوتا ہے,dikhaaee detaa hai jo kuchh vo khvaab hotaa hai
بس ہو چکا بیاں کسل و رنج راہ کا,bas ho chukaa bayaan kasaloranjeraah kaa
ننگی سڑکوں پر بہٹک کر دیکہ جب مرتی ہے رات,nangee sadkon par bhatak kar dekh jab martee hai raat
جس کو چاہا اسے اپنا نہ سکے جو ملا اس سے محبت نہ ہویی,jis ko chaahaa use apnaa na sake jo milaa us se mohabbat na huee
اج پردیس میں گہر یاد ایا,aaj pardes men ghar yaad aayaa
یہ ناز کم ہے کہ میں بہی اس کا کبہی رہا ہوں,ye naaz kam hai ki main bhee us kaa kabhee rahaa huun
مروت حسن عالم گیر ہے مردان غازی کا,muravvat husneaalamgeer hai mardaane haazee kaa
وہ دوپہر اپنی رخصت کی ایسا ویسا دہوکا تہی,vo dopahr apnee rukhsat kee aisaavaisaa dhokaa thee
نور چراغ بزم سے جوش سحر ہے اج,noorecharaa hebazm se joshesahar hai aaj
دیکہتے ہیں کہ پہنچتی ہے وہاں کون سی راہ,dekhte hain ki pahunchtee hai vahaan kaun see raah
اس دور کے ملا ہیں کیوں ننگ مسلمانی,is daur ke mullaa hain kyuun nangemusalmaanee
ہم دیکہتے ہیں تم میں خدا جانے بتو کیا,ham dekhte hain tum men khudaa jaane buto kyaa
دنیا مرے افکار کی دنیا نہیں ہوتی,duniyaa mire afkaar kee duniyaa naheen hotee
سبق ایسا پڑہا دیا تو نے,sabaq aisaa padhaa diyaa too ne
حاصل الفت نہ دیکہا جز شکست ارزو,haasileulfat na dekhaa juzshikasteaarzoo
عشق ہمارے خیال پڑا ہے خواب گیی ارام گیا,ishq hamaare khayaal padaa hai khvaab gaee aaraam gayaa
اے ظفرؔ کیا پایے قاتل کے ہے بوسے کی ہوس,ai zafar kyaa paaeqaatil ke hai bose kee havas
قلق دیکہیے کیا ہوا چاہتا ہے,qalaq dekhiye kyaa huaa chaahtaa hai
دہر کے غم سے ہوا ربط تو ہم بہول گیے,dahr ke ham se huaa rabt to ham bhuul gae
نام بہی لینا ہے جس کا اک جہان رنگ و بو,naam bhee lenaa hai jis kaa ik jahaanerangoboo
رنگ باطن میں مگر باپ سے بیٹا نہ ملا,rangebaatin men magar baap se betaa na milaa
برق نے مجہ کو کر دیا روشن,barq ne mujh ko kar diyaa raushan
عشق کو بہی روشنی درکار ہے,ishq ko bhee raushnee darkaar hai
کسی دن تو چلے اے اسماں باد مراد ایسی,kisee din to chale ai aasmaan baademuraad aisee
جو تیرے عارض و گیسو کے درمیاں گزرے,jo tere aariz o gesoo ke darmiyaan guzre
جیب نیاز عشق نشاں دار ناز ہے,jebeniyaazeishq nishaandaarenaaz hai
انیسؔ مخمل و دیبا سے کیا فقیروں کو,anees makhmal o diibaa se kyaa faqeeron ko
مجہے دشمن سے بہی خودداری کی امید رہتی ہے,mujhe dushman se bhee khuddaaree kee ummeed rahtee hai
جب کہ واں عمر بہر گیا ہوں میں,jab ki vaan umr bhar gayaa huun main
ابہی تو تیری طبیعت کو جیتنے کے لیے,abhee to teree tabeeat ko jeetne ke liye
صبح پیری شام ہونے ایی میرؔ,subhepeeree shaam hone aaee meer
ٹوٹا طلسم عہد محبت کچہ اس طرح,tuutaa tilismeahdemohabbat kuchh is tarah
سجے ہیں پگہلی ہویی اگ سے چہلکتے ایاغ,saje hain pighlee huee aag se chhalakte ayaa h
گتہ گیے ایسے شتابی کہ چہڑایا نہ گیا,guth gae aise shitaabee ki chhudaayaa na gayaa
ہر طرف بہاگتے دوڑتے راستے,har taraf bhaagte daudte raaste
ہاں مبارک فرصت نظارۂ قاتل مجہے,haan mubaarak fursatenazzaaraeqaatil mujhe
یہ بہی سچ ہے کویی الفت میں پریشاں کیوں ہو,ye bhee sach hai koee ulfat men pareshaan kyuun ho
ہے ربط خاص چشم کو افشایے راز سے,hai rabtekhaas chashm ko ifshaaeraaz se
قشقہ کہینچا دیر میں بیٹہا کب کا ترک اسلام کیا,qashqa kheenchaa dair men baithaa kab kaa tark islaam kiyaa
سانسوں میں گہل رہی ہے کسی سانس کی مہک,saanson men ghul rahee hai kisee saans kee mahak
ہوا کے زور سے پندار بام و در بہی گیا,havaa ke zor se pindaarebaamodar bhee gayaa
مگر یہ حوصلۂ مرد ہیچ کارہ نہیں,magar ye hauslaemardehechkaara naheen
ہوتا ہے یوں بہی راستہ کہلتا نہیں کہیں,hotaa hai yuun bhee raasta khultaa naheen kaheen
برسوں ہویے ہیں چاک گریباں کیے ہویے,barson hue hain chaak garebaan kiye hue
ہر فریب غم دنیا سے خبردار تو ہے,har farebe hameduniyaa se khabardaar to hai
جنوں وہی ہے وہی میں مگر ہے شہر نیا,junoon vahee hai vahee main magar hai shahr nayaa
قیامت سے بہی پیشتر دیکہ لینا,qayaamat se bhee peshtar dekh lenaa
بہت دل کر کے ہونٹوں کی شگفتہ تازگی دی ہے,bahut dil kar ke honton kee shagufta taazgee dee hai
بدلیں گے تجہ کو زندگی جاوداں سے ہم,badlenge tujh ko zindageeejaavedaan se ham
نگاہ پڑتی ہے ان پر تمام محفل کی,nigaah padtee hai un par tamaam mahfil kee
شرمندگی ہے ہم کو بہت ہم ملے تمہیں,sharmindagee hai ham ko bahut ham mile tumhen
سمجہتے ہیں غم دوراں کی چالیں,samajhte hain hamedauraan kee chaalen
جن کی خاطر شہر بہی چہوڑا جن کے لیے بدنام ہویے,jin kee khaatir shahr bhee chhodaa jin ke liye badnaam hue
ہر گہڑی ایک جدا غم ہے جدایی اس کی,har ghadee ek judaa ham hai judaaee us kee
میری غربت کو شرافت کا ابہی نام نہ دے,meree hurbat ko sharaafat kaa abhee naam na de
جاں دادۂ ہوایے سر رہ گزار تہا,jaandaadaehavaaesarerahguzaar thaa
ان دنوں کم تر ہے کچہ ہم پر لتاڑ,in dinon kamtar hai kuchh ham par lataad
تحریر سے ورنہ مری کیا ہو نہیں سکتا,tahreer se varna miree kyaa ho naheen saktaa
اب تو پنجاب بہی نہیں پنجاب,ab to punjab bhee naheen punjab
موج گل موج شفق موج صبا موج شراب,maujegul maujeshafaq maujesabaa maujesharaab
اڑے جاتے ہیں دہول کے مانند,ude jaate hain dhuul ke maanind
خمیازہ کہینچے ہے بت بے داد فن ہنوز,khamyaaza kheenche hai butebedaadfan hunooz
جاتی ہے کویی کشمکش اندوہ عشق کی,jaatee hai koee kashmakash andoheishq kee
جانے کس شہر میں اباد کروں گا تجہ کو,jaane kis shahr men aabaad karoongaa tujh ko
سب دوست مرے منتظر پردۂ شب تہے,sab dost mire muntazirepardaeshab the
اپ لڑے تہے ہم سے بس اک کروٹ کی گنجایش پر,aap lade the ham se bas ik karvat kee gunjaaish par
کون دہرایے پہر وہی باتیں,kaun dohraae phir vahee baaten
مزے عشق کے کچہ وہی جانتے ہیں,maze ishq ke kuchh vahee jaante hain
اس نے صبح شب وصال مجہے,us ne subheshabevisaal mujhe
پوچہ مت رسوایی انداز استغنایے حسن,poochh mat rusvaaieandaazeisti hnaaehusn
غم رشک کو تلخ سمجہے تہے ہمدم,hamerashk ko talkh samjhe the hamdam
کچہ کنیزیں جو حریم ناز میں ہیں باریاب,kuchh kaneezen jo hareemenaaz men hain baaryaab
مجہ کو دیکہتے ہی جب اس کی انگڑایی شرمایی ہے,mujh ko dekhte hee jab us kee angdaaee sharmaaee hai
تہا جو دیوانہ مر گیا کب کا,thaa jo deevaana mar gayaa kab kaa
حیرت متاع عالم نقصان و سود تہا,hairatmataaeaalamenuqsaanosood thaa
اے غم دنیا تجہے کیا علم تیرے واسطے,ai hameduniyaa tujhe kyaa ilm tere vaaste
جذبۂ شوق کامیاب ہوا,jazbaeshauq kaamyaab huaa
پر نور ہو رہے گا یہ ظلمت کدہ اگر,purnoor ho rahegaa ye zulmatkada agar
نگہ تلخ سوں اپنی ظالم,nigahetalkh suun apnee zaalim
پرانی روشنی میں اور نیی میں فرق اتنا ہے,puraanee raushnee men aur naee men farq itnaa hai
تیری فرصت کے مقابل اے عمر,teree fursat ke muqaabil ai umr
جس وقت عشق کو غم صبر ازما دیا,jis vaqt ishq ko hamesabraazmaa diyaa
کردار بے سوز گفتار واہی,kirdaarebesoz guftaar vaahee
کیا جانیے کہ حال نہایت کو کیا ہوا,kyaa jaaniye ki haalenihaayat ko kyaa huaa
مجہے پامال رستوں کا سفر اچہا نہیں لگتا,mujhe paamaal raston kaa safar achchhaa naheen lagtaa
اگلے وقتوں کا کویی بادیہ پیما ہوگا,agle vaqton kaa koee baadiyapaimaa hogaa
اور واقف احوال عدالت بہی بہت تہی,aur vaaqifeahvaaleadaalat bhee bahut thee
اب سمجہتی ہیں وہ نظریں رحم کے قابل مجہے,ab samajhtee hain vo nazren rahm ke qaabil mujhe
وہ کب دیکہ سکتا ہے اس کی تجلی,vo kab dekh saktaa hai us kee tajallee
سیماب بالش و کمر دل ہے اینہ,seemaabebaalish o kamaredil hai aaina
کسی صبح اسی کی دہوپ کہلی کسی رات وہی مہتاب ہوا,kisee subh usee kee dhuup khilee kisee raat vahee mahtaab huaa
ہو چکا روز اولیں ہی جگرؔ,ho chukaa rozeavvaleen hee jigar
ناز کرتی ہے خانہ ویرانی,naaz kartee hai khaanaveeraanee
ہر کاینات سے یہ الگ کاینات ہے,har kaaenaat se ye alag kaaenaat hai
اج مجہ کو بے دلی درکار ہے,aaj mujh ko bedilee darkaar hai
بارش ہویی تو پہولوں کے تن چاک ہو گیے,baarish huee to phoolon ke tan chaak ho gae
اشارہ کرتی ہے چشم دوراں جو ان باقی جہان باقی,ishaara kartee hai chashmedauraan jo aan baaqee jahaan baaqee
اس سے پہلے کہ بے وفا ہو جاییں,is se pahle ki bevafaa ho jaaen
یہ اہ بے اثر کیا ہو یہ نخل بے ثمر کیا ہو,ye aahebeasar kyaa ho ye nakhlebesamar kyaa ho
کچہ ایسے معمے ہیں کبہی حل نہیں ہوتے,kuchh aise muamme hain kabhee hal naheen hote
ہیں جمع سویداۓ دل چشم میں اہیں,hain jama suvaidaaedilechashm men aahen
تم کو تو کویی گہر بہی جلانا نہیں اتا,tum ko to koee ghar bhee jalaanaa naheen aataa
وہ جو ٹوٹا پڑا ہے جام خراب,vo jo tuutaa padaa hai jaam kharaab
سب پہ روشن ہے ہماری سوزش دل بزم میں,sab pe raushan hai hamaaree sozishedil bazm men
اسے دیکہ کر اور کو پہر جو دیکہے,use dekh kar aur ko phir jo dekhe
کہیں نہیں کویی سورج دہواں دہواں ہے فضا,kaheen naheen koee sooraj dhuaan dhuaan hai fazaa
سب پوچہیں تہے احوال جو کویی درد کا مارا گزرے تہا,sab poochhen the ahvaal jo koee dard kaa maaraa guzre thaa
گونگی بہری ساری بہیڑیں چرواہوں کی جاگیریں ہیں,goongee bahree saaree bheden charvaahon kee jaageeren hain
تہکا ماندہ ملا ان منزلوں میں اسماں مجہ کو,thakaamaanda milaa in manzilon men aasmaan mujh ko
دو رنگی سوں تری اے سرو رعنا,dorangee suun tiree ai sarveraanaa
مری وفا نے مجہے خوب شرمسار کیا,miree vafaa ne mujhe khuub sharmsaar kiyaa
سر سے پا تک وہ سماں ہے کہ نظر لگتی ہے,sar se paa tak vo samaan hai ki nazar lagtee hai
کہ جب تک گہر میں بیٹہے ہیں وہ لاکہوں من کے بیٹہے ہیں,ki jab tak ghar men baithe hain vo laakhon man ke baithe hain
درد سے در پردہ دی مژگاں سیاہاں نے شکست,dard se darparda dee mizhgaansiyaahaan ne shikast
اہل ظاہر بہت ستانے لگے,ahlezaahir bahut sataane lage
جنبش دل سے ہویے ہیں عقدہ ہایے کار وا,jumbishedil se hue hain uqdahaaekaar vaa
ہم تو بس یوں ہی چل نکلتے ہیں,ham to bas yoonhee chal nikalte hain
اگ مطلوب ہے ہم کو جو ہوا کہتے ہیں,aag matloob hai ham ko jo havaa kahte hain
وہ ہم اغوش ہے تو پہر دل میں,vo hamaa hosh hai to phir dil men
کہ جس کا تجہ سے ہر اک شعر انتخاب ہوا,ki jis kaa tujh se har ik sher intikhaab huaa
وحشت پہ میری عرصۂ افاق تنگ تہا,vahshat pe meree arsaeaafaaq tang thaa
محبت کا زمانہ ا رہا ہے,mohabbat kaa zamaana aa rahaa hai
یاد اتے ہیں معجزے اپنے,yaad aate hain moajize apne
اہ کو چاہیے اک عمر اثر ہوتے تک,aah ko chaahiye ik umr asar hote tak
بوسہ میں وہ مضایقہ نہ کرے,bose men vo muzaaiqa na kare
جہلس رہا تہا بدن گرمی نفس سے مگر,jhulas rahaa thaa badan garmienafas se magar
دیکہ کر ایینہ کیا کہتا ہے یارو اب وہ شوخ,dekh kar aaeena kyaa kahtaa hai yaaro ab vo shokh
ہم خلا سے جو لوٹ کر ایے,ham khalaa se jo laut kar aae
جب یہ جانا کہ ہمیں طاقت رفتار نہیں,jab ye jaanaa ki hamen taaqateraftaar naheen
اپنے شعروں کا اثر یاد ایا,apne sheron kaa asar yaad aayaa
مگر جو تو نہ ملا زیست کا مزا نہ ملا,magar jo too na milaa ziist kaa mazaa na milaa
مگر سر تا قدم تیغ سلیمانی ہے یہ لڑکا,magar sar taa qadam te hesulemaanee hai ye ladkaa
دوستی میں تری در پردہ ہمارے دشمن,dostee men tiree darparda hamaare dushman
بس تیلیاں جلا کے بجہاتا رہا ہوں میں,bas teeliyaan jalaa ke bujhaataa rahaa huun main
مجہ کو خوش ایی ہے مستی شیخ جی کو فربہی,mujh ko khush aaee hai mastee shaikh jee ko farbahee
اس طور دل سی چیز کو میں نے لگا دیا,us taur dil see chiiz ko main ne lagaa diyaa
شکر ہے اس نگاہ کم کا میاں,shukr hai is nigaahekam kaa miyaan
دل خون میں نہایے تو گنگا نہاییں ہم,dil khuun men nahaae to gangaa nahaaen ham
کبہی خود پہ کبہی حالات پہ رونا ایا,kabhee khud pe kabhee haalaat pe ronaa aayaa
جہومتی ہے شاخ گل کہلتے ہیں غنچے دم بہ دم,jhoomtee hai shaakhegul khilte hain hunche dambadam
نوحۂ غم ہی سہی نغمۂ شادی نہ سہی,nauhae ham hee sahee na hmaeshaadee na sahee
کچہ اور بہی تو ہو ان اشارات کے سوا,kuchh aur bhee to ho in ishaaraat ke sivaa
ہم نے سوچ سمجہ کر غم اپنایا ہے,ham ne soch samajh kar ham apnaayaa hai
نالۂ مستانہ میرے اسماں پیما ہیں اپ,naalaemastaana mere aasmaanpaimaa hain aap
ہاتہ ہم سے ملاو اے موسی,haath ham se milaao ai muusaa
کچہ یاد ا گیی تہی وہ زلف شکن شکن,kuchh yaad aa gaee thee vo zulfeshikanshikan
گہروں کا بوجہ بہی اٹہتا نظر نہیں اتا,gharon kaa bojh bhee uthtaa nazar naheen aataa
کہ تیرا کام قاتل جب تجہی سے ہو نہیں سکتا,ki teraa kaam qaatil jab tujhee se ho naheen saktaa
ہو چکا ناز اٹہانے میں ہے گو کام تمام,ho chukaa naaz uthaane men hai go kaam tamaam
ہر وقت میرے ساتہ ہے الجہا ہوا سا کچہ,har vaqt mere saath hai uljhaa huaa saa kuchh
وہ دیکہنا ترا مژۂ نیم باز سے,vo dekhnaa tiraa mizhaeneembaaz se
نگۂ یار نے کی خانہ خرابی ایسی,nigaheyaar ne kee khaanakharaabee aisee
نہ غرض کسی سے نہ واسطہ مجہے کام اپنے ہی کام سے,na haraz kisee se na vaasta mujhe kaam apne hee kaam se
بہ رنگ کاغذ اتش زدہ نیرنگ بیتابی,barangekaa hazeaatishzada nairangebetaabee
کوسوں نکل گیا دل دیوانہ چہوڑ کر,koson nikal gayaa diledeevaana chhod kar
ان سے پوچہو کبہی چہرے بہی پڑہے ہیں تم نے,un se poochho kabhee chehre bhee padhe hain tum ne
بہت معقول ہے یہ بات لیکن اس حقیقت تک دل ناداں کو لانے میں ابہی کچہ دن لگیں گے,bahut maaqool hai ye baat lekin is haqeeqat tak dilenaadaan ko laane men abhee kuchh din lagenge
اس سے بڑہ کر دوست کویی دوسرا ہوتا نہیں,us se badh kar dost koee doosraa hotaa naheen
ہے خبر گرم ان کے انے کی,hai khabar garm un ke aane kee
جو مرا حال تہا احساس فنا سے پہلے,jo miraa haal thaa ehsaasefanaa se pahle
داغ رسوایی کے کچہ زیر ردا پاتے ہیں ہم,daa h rusvaaee ke kuchh zereridaa paate hain ham
سو کر ہی نہ اٹہیں یہ ارادہ تو نہیں تہا,so kar hee na utthen ye iraada to naheen thaa
جوش نشاط ہو چکا صوت ہزار ہو چکی,joshenashaat ho chukaa sautehazaar ho chukee
اس کے ہر ایک اشارہ سے نکلے ہے یہ ادا کہ یوں,us ke har ek ishaare se nikle hai ye adaa ki yuun
اہل کتاب نے مگر کیا ترا حال کر دیا,ahlekitaab ne magar kyaa tiraa haal kar diyaa
وگرنہ شہر میں غالبؔ کی ابرو کیا ہے,vagarna shahr men haalib kee aabroo kyaa hai
ہم دور ہی سے ان کو پکار ایے یہ نہیں,ham duur hee se un ko pukaar aae ye naheen
مرا راز دل اشکارا نہیں,miraa raazedil aashkaaraa naheen
جانے والا لگتا ہوں,jaane vaalaa lagtaa huun
خزاں نصیب سہی ذہن میں بہار بہی رکہ,khizaan naseeb sahee zehn men bahaar bhee rakh
دل والو کوچۂ جاناں میں کیا ایسے بہی حالات نہیں,dil vaalo koochaejaanaan men kyaa aise bhee haalaat naheen
پر جب وہ اٹہ چلے ہے ایک ادہ مر رہے ہے,par jab vo uth chale hai ek aadh mar rahe hai
ہویی معزولی انداز و ادا میرے بعد,huee maazoolieandaazoadaa mere baad
اس نے باطل سے نہ تا زیست کیا سمجہوتہ,us ne baatil se na taazeest kiyaa samjhauta
کویی رشتہ ذرا سی ضد کی خاطر راییگاں کیوں ہو,koee rishta zaraa see zid kee khaatir raaegaan kyuun ho
چہرہ فروغ مے سے گلستاں کیے ہویے,chehra faro hemai se gulistaan kiye hue
ہاں وہی لب تشنگی درکار ہے,haan vahee labtishnagee darkaar hai
صبر ہر بار اختیار کیا,sabr har baar ikhtiyaar kiyaa
نگاہوں سے چہپ کر کہاں جاییے گا,nigaahon se chhup kar kahaan jaaiyegaa
شوق کو جاں گزا کیا تو نے,shauq ko jaanguzaa kiyaa too ne
تو کیا خاک بتلاوں انجام دل کا,to kyaa khaak batlaaoon anjaam dil kaa
وہی صد رنگ نالہ فرسایی,vahee sadrang naalafarsaaee
اس خواب کو جا یوسف کنعاں سوں کہوں گا,is khvaab ko jaa yoosufekanaan suun kahoongaa
گر انجم فلک سے بہی تعداد کیجیے,gar anjumefalak se bhee taadaad keejiye
یہی لے گییں صبر و ارام دل کا,yahee le gaiin sabroaaraam dil kaa
ایک ہی شخص تہا جہان میں کیا,ek hee shakhs thaa jahaan men kyaa
پہلے تلاشا کہیت پہر دریا کی کہوج کی,pahle talaashaa khet phir dariyaa kee khoj kee
خوب ہے شوق کا یہ پہلو بہی,khuub hai shauq kaa ye pahloo bhee
ایک پرواز دکہایی دی ہے,ek parvaaz dikhaaee dee hai
گلوں کو سننا ذرا تم صداییں بہیجی ہیں,gulon ko sunnaa zaraa tum sadaaen bhejee hain
میں بہی اسے کہونے کا ہنر سیکہ نہ پایا,main bhee use khone kaa hunar siikh na paayaa
دیکہیے لاتی ہے اس شوخ کی نخوت کیا رنگ,dekhiye laatee hai us shokh kee nakhvat kyaa rang
فغاں اے دشمن دار دل و جاں,fu haan ai dushmanedaaredilojaan
اخری دور میں بہی تجہ کو قسم ہے ساقی,aakhiree daur men bhee tujh ko qasam hai saaqee
جی ہی جانے ہے کہ جیسے مشفق من اپ ہیں,jee hee jaane hai ki jaise mushfiqeman aap hain
سنتا تہا وہ بہی سب سے پرانی کہانیاں,suntaa thaa vo bhee sab se puraanee kahaaniyaan
ہر چند ہو مشاہدۂ حق کی گفتگو,har chand ho mushaahidaehaq kee guftugoo
کاش یہ ایینہ ہجر و وصال,kaash ye aaeenaehijrovisaal
تجہ کو چاہا تو اور چاہ نہ کی,tujh ko chaahaa to aur chaah na kee
لہجہ بنا کے بات کریں ان کے سامنے,lahja banaa ke baat karen un ke saamne
افشایے راز عشق میں گو ذلتیں ہوییں,ifshaaeraazeishq men go zillaten huiin
یاں نفس کرتا تہا روشن شمع بزم بے خودی,yaan nafas kartaa thaa raushan shamebazmebekhudee
رات کے شاید ایک بجے ہیں,raat ke shaayad ek baje hain
ٹہہر جا اے شرر ہم بہی تو اخر مٹنے والے ہیں,thahar jaa ai sharar ham bhee to aakhir mitne vaale hain
جب کہا میں نے بہلا دو غیر کو ہنس کر کہا,jab kahaa main ne bhulaa do hair ko hans kar kahaa
شاید جگر بہی اتش غم نے جلا دیا,shaayad jigar bhee aatishe ham ne jilaa diyaa
خدمت پیر مغاں کر زاہد,khidmatepeeremu haan kar zaahid
محتسب عذر بہت ہیں لیکن,mohtasib uzr bahut hain lekin
روییں گی بہت مجہ سے بچہڑ کر تری انکہیں,roengee bahut mujh se bichhad kar tiree aankhen
بہت مسجد میں سر مارا بہت سا ڈہونڈا بت خانا,bahut masjid men sar maaraa bahut saa dhoondaa butkhaanaa
زندگی میں تو نہ اک دم خوش کیا ہنس بول کر,zindagee men to na ik dam khush kiyaa hans bol kar
کہ ہیں دکان متاع نظر در و دیوار,ki hain dukaanemataaenazar darodeevaar
کرے ہے بادہ ترے لب سے کسب رنگ فروغ,kare hai baada tire lab se kasberangefaro h
جب سے قریب ہو کے چلے زندگی سے ہم,jab se qareeb ho ke chale zindagee se ham
وہ ہواوں کی طرح خانہ بجاں پہرتا ہے,vo havaaon kee tarah khaanabajaan phirtaa hai
فیضؔ تکمیل ارزو معلوم,faiz takmeeleaarzoo maaloom
خوش فکر تہا کہ صاف یہ پہلو بچا گیا,khushfikr thaa ki saaf ye pahloo bachaa gayaa
سر رشتہ چاک جیب کا تار نظر ہے اج,sarrishta chaakejeb kaa taarenazar hai aaj
چڑیوں کو دانے بچوں کو گڑ دہانی دے مولا,chidiyon ko daane bachchon ko guddhaanee de maulaa
ہم سے نادانی ہویی یا تم سے نادانی ہویی,ham se naadaanee huee yaa tum se naadaanee huee
اج ایی تری یاد اس اہستہ روی سے,aaj aaee tiree yaad is aahistaravee se
ڈہونڈا تہا جسے وقت کی دیوار گرا کر,dhoondaa thaa jise vaqt kee deevaar giraa kar
